epoch,train_loss,val_loss,test_loss,train_prec1,val_prec1,test_prec1,train_prec5,val_prec5,test_prec5,best_val_epoch,best_prec1_val,best_test_epoch,best_prec1_test
1,"tensor(1.8895, device='cuda:0')","tensor(1.6636, device='cuda:0')","tensor(1.6576, device='cuda:0')","tensor(30.6289, device='cuda:0')","tensor(39.8400, device='cuda:0')","tensor(39.9500, device='cuda:0')","tensor(83.9267, device='cuda:0')","tensor(90.4400, device='cuda:0')","tensor(90.3400, device='cuda:0')",1,"tensor(39.8400, device='cuda:0')",1,"tensor(39.9500, device='cuda:0')"
2,"tensor(1.5728, device='cuda:0')","tensor(1.4628, device='cuda:0')","tensor(1.4434, device='cuda:0')","tensor(43.2578, device='cuda:0')","tensor(47.5600, device='cuda:0')","tensor(48.0800, device='cuda:0')","tensor(90.5000, device='cuda:0')","tensor(92.0400, device='cuda:0')","tensor(92.3500, device='cuda:0')",2,"tensor(47.5600, device='cuda:0')",2,"tensor(48.0800, device='cuda:0')"
3,"tensor(1.3661, device='cuda:0')","tensor(1.3213, device='cuda:0')","tensor(1.3061, device='cuda:0')","tensor(51.2756, device='cuda:0')","tensor(51.8000, device='cuda:0')","tensor(51.8200, device='cuda:0')","tensor(93.4378, device='cuda:0')","tensor(94.8400, device='cuda:0')","tensor(94.6900, device='cuda:0')",3,"tensor(51.8000, device='cuda:0')",3,"tensor(51.8200, device='cuda:0')"
4,"tensor(1.2271, device='cuda:0')","tensor(1.1418, device='cuda:0')","tensor(1.1279, device='cuda:0')","tensor(56.4889, device='cuda:0')","tensor(59.3600, device='cuda:0')","tensor(59.8100, device='cuda:0')","tensor(94.7289, device='cuda:0')","tensor(96.2400, device='cuda:0')","tensor(96.3600, device='cuda:0')",4,"tensor(59.3600, device='cuda:0')",4,"tensor(59.8100, device='cuda:0')"
5,"tensor(1.1060, device='cuda:0')","tensor(1.4166, device='cuda:0')","tensor(1.3893, device='cuda:0')","tensor(60.8489, device='cuda:0')","tensor(51.3800, device='cuda:0')","tensor(51.3700, device='cuda:0')","tensor(95.9289, device='cuda:0')","tensor(93.4200, device='cuda:0')","tensor(93.6200, device='cuda:0')",4,"tensor(59.3600, device='cuda:0')",4,"tensor(59.8100, device='cuda:0')"
6,"tensor(1.0288, device='cuda:0')","tensor(1.0430, device='cuda:0')","tensor(1.0169, device='cuda:0')","tensor(63.5778, device='cuda:0')","tensor(63.2200, device='cuda:0')","tensor(63.8500, device='cuda:0')","tensor(96.6244, device='cuda:0')","tensor(96.7000, device='cuda:0')","tensor(97.0400, device='cuda:0')",6,"tensor(63.2200, device='cuda:0')",6,"tensor(63.8500, device='cuda:0')"
7,"tensor(0.9635, device='cuda:0')","tensor(1.2926, device='cuda:0')","tensor(1.2611, device='cuda:0')","tensor(66.1489, device='cuda:0')","tensor(57.6800, device='cuda:0')","tensor(57.7200, device='cuda:0')","tensor(97.1689, device='cuda:0')","tensor(93.1200, device='cuda:0')","tensor(93.8400, device='cuda:0')",6,"tensor(63.2200, device='cuda:0')",6,"tensor(63.8500, device='cuda:0')"
8,"tensor(0.9061, device='cuda:0')","tensor(0.9569, device='cuda:0')","tensor(0.9473, device='cuda:0')","tensor(68.1267, device='cuda:0')","tensor(67.0400, device='cuda:0')","tensor(67.9600, device='cuda:0')","tensor(97.4822, device='cuda:0')","tensor(96.4200, device='cuda:0')","tensor(96.6800, device='cuda:0')",8,"tensor(67.0400, device='cuda:0')",8,"tensor(67.9600, device='cuda:0')"
9,"tensor(0.8562, device='cuda:0')","tensor(0.9470, device='cuda:0')","tensor(0.9577, device='cuda:0')","tensor(69.8889, device='cuda:0')","tensor(67.9200, device='cuda:0')","tensor(67.6500, device='cuda:0')","tensor(97.7333, device='cuda:0')","tensor(96.6000, device='cuda:0')","tensor(96.7800, device='cuda:0')",9,"tensor(67.9200, device='cuda:0')",8,"tensor(67.9600, device='cuda:0')"
10,"tensor(0.8157, device='cuda:0')","tensor(0.9333, device='cuda:0')","tensor(0.9531, device='cuda:0')","tensor(71.6133, device='cuda:0')","tensor(68.4000, device='cuda:0')","tensor(67.3000, device='cuda:0')","tensor(97.8711, device='cuda:0')","tensor(97.4600, device='cuda:0')","tensor(97.2800, device='cuda:0')",10,"tensor(68.4000, device='cuda:0')",8,"tensor(67.9600, device='cuda:0')"
11,"tensor(0.7717, device='cuda:0')","tensor(0.9907, device='cuda:0')","tensor(0.9917, device='cuda:0')","tensor(73.0133, device='cuda:0')","tensor(65.3000, device='cuda:0')","tensor(65.5700, device='cuda:0')","tensor(98.2578, device='cuda:0')","tensor(96.9400, device='cuda:0')","tensor(97.2500, device='cuda:0')",10,"tensor(68.4000, device='cuda:0')",8,"tensor(67.9600, device='cuda:0')"
12,"tensor(0.7551, device='cuda:0')","tensor(1.2108, device='cuda:0')","tensor(1.2080, device='cuda:0')","tensor(73.8778, device='cuda:0')","tensor(58.6600, device='cuda:0')","tensor(58.5300, device='cuda:0')","tensor(98.2956, device='cuda:0')","tensor(96.9200, device='cuda:0')","tensor(96.9800, device='cuda:0')",10,"tensor(68.4000, device='cuda:0')",8,"tensor(67.9600, device='cuda:0')"
13,"tensor(0.7184, device='cuda:0')","tensor(0.9466, device='cuda:0')","tensor(0.9435, device='cuda:0')","tensor(75.1622, device='cuda:0')","tensor(66.9600, device='cuda:0')","tensor(67.7900, device='cuda:0')","tensor(98.4933, device='cuda:0')","tensor(97.2600, device='cuda:0')","tensor(97.0900, device='cuda:0')",10,"tensor(68.4000, device='cuda:0')",8,"tensor(67.9600, device='cuda:0')"
14,"tensor(0.7106, device='cuda:0')","tensor(0.7369, device='cuda:0')","tensor(0.7303, device='cuda:0')","tensor(75.4533, device='cuda:0')","tensor(74.5600, device='cuda:0')","tensor(74.2700, device='cuda:0')","tensor(98.4244, device='cuda:0')","tensor(98.5000, device='cuda:0')","tensor(98.4800, device='cuda:0')",14,"tensor(74.5600, device='cuda:0')",14,"tensor(74.2700, device='cuda:0')"
15,"tensor(0.7022, device='cuda:0')","tensor(0.9684, device='cuda:0')","tensor(0.9793, device='cuda:0')","tensor(75.8356, device='cuda:0')","tensor(66.4400, device='cuda:0')","tensor(66.2600, device='cuda:0')","tensor(98.5578, device='cuda:0')","tensor(97.0200, device='cuda:0')","tensor(96.7100, device='cuda:0')",14,"tensor(74.5600, device='cuda:0')",14,"tensor(74.2700, device='cuda:0')"
16,"tensor(0.6900, device='cuda:0')","tensor(1.0250, device='cuda:0')","tensor(1.0409, device='cuda:0')","tensor(76.5244, device='cuda:0')","tensor(67.7000, device='cuda:0')","tensor(67.0600, device='cuda:0')","tensor(98.5022, device='cuda:0')","tensor(94.8200, device='cuda:0')","tensor(94.4200, device='cuda:0')",14,"tensor(74.5600, device='cuda:0')",14,"tensor(74.2700, device='cuda:0')"
17,"tensor(0.7005, device='cuda:0')","tensor(1.0653, device='cuda:0')","tensor(1.0704, device='cuda:0')","tensor(75.9844, device='cuda:0')","tensor(64.0600, device='cuda:0')","tensor(64.0100, device='cuda:0')","tensor(98.5000, device='cuda:0')","tensor(97.3600, device='cuda:0')","tensor(96.9800, device='cuda:0')",14,"tensor(74.5600, device='cuda:0')",14,"tensor(74.2700, device='cuda:0')"
18,"tensor(0.7079, device='cuda:0')","tensor(1.3988, device='cuda:0')","tensor(1.3689, device='cuda:0')","tensor(75.7600, device='cuda:0')","tensor(54.4200, device='cuda:0')","tensor(55.2200, device='cuda:0')","tensor(98.4156, device='cuda:0')","tensor(94.7000, device='cuda:0')","tensor(95.0900, device='cuda:0')",14,"tensor(74.5600, device='cuda:0')",14,"tensor(74.2700, device='cuda:0')"
19,"tensor(0.7165, device='cuda:0')","tensor(1.0520, device='cuda:0')","tensor(1.0417, device='cuda:0')","tensor(75.3933, device='cuda:0')","tensor(64.8600, device='cuda:0')","tensor(64.6600, device='cuda:0')","tensor(98.3667, device='cuda:0')","tensor(97.0200, device='cuda:0')","tensor(97.0800, device='cuda:0')",14,"tensor(74.5600, device='cuda:0')",14,"tensor(74.2700, device='cuda:0')"
20,"tensor(0.7354, device='cuda:0')","tensor(1.0162, device='cuda:0')","tensor(1.0318, device='cuda:0')","tensor(74.9978, device='cuda:0')","tensor(65.3200, device='cuda:0')","tensor(64.4800, device='cuda:0')","tensor(98.2444, device='cuda:0')","tensor(97.6400, device='cuda:0')","tensor(97.3400, device='cuda:0')",14,"tensor(74.5600, device='cuda:0')",14,"tensor(74.2700, device='cuda:0')"
21,"tensor(0.7438, device='cuda:0')","tensor(0.9717, device='cuda:0')","tensor(0.9632, device='cuda:0')","tensor(74.4022, device='cuda:0')","tensor(66.4400, device='cuda:0')","tensor(66.5600, device='cuda:0')","tensor(98.2933, device='cuda:0')","tensor(96.8400, device='cuda:0')","tensor(97.3400, device='cuda:0')",14,"tensor(74.5600, device='cuda:0')",14,"tensor(74.2700, device='cuda:0')"
22,"tensor(0.7261, device='cuda:0')","tensor(1.1225, device='cuda:0')","tensor(1.1058, device='cuda:0')","tensor(75.2489, device='cuda:0')","tensor(61.5800, device='cuda:0')","tensor(61.6500, device='cuda:0')","tensor(98.2844, device='cuda:0')","tensor(95.5000, device='cuda:0')","tensor(95.8200, device='cuda:0')",14,"tensor(74.5600, device='cuda:0')",14,"tensor(74.2700, device='cuda:0')"
23,"tensor(0.7210, device='cuda:0')","tensor(1.0158, device='cuda:0')","tensor(1.0131, device='cuda:0')","tensor(75.1422, device='cuda:0')","tensor(64.1200, device='cuda:0')","tensor(64.5200, device='cuda:0')","tensor(98.4578, device='cuda:0')","tensor(96.9400, device='cuda:0')","tensor(97.1500, device='cuda:0')",14,"tensor(74.5600, device='cuda:0')",14,"tensor(74.2700, device='cuda:0')"
24,"tensor(0.7089, device='cuda:0')","tensor(1.2970, device='cuda:0')","tensor(1.3149, device='cuda:0')","tensor(75.7022, device='cuda:0')","tensor(59., device='cuda:0')","tensor(58.4800, device='cuda:0')","tensor(98.4600, device='cuda:0')","tensor(92.4000, device='cuda:0')","tensor(92.0500, device='cuda:0')",14,"tensor(74.5600, device='cuda:0')",14,"tensor(74.2700, device='cuda:0')"
25,"tensor(0.6902, device='cuda:0')","tensor(1.0487, device='cuda:0')","tensor(1.0646, device='cuda:0')","tensor(76.2978, device='cuda:0')","tensor(65.9200, device='cuda:0')","tensor(65.4900, device='cuda:0')","tensor(98.5600, device='cuda:0')","tensor(94.5600, device='cuda:0')","tensor(94.8800, device='cuda:0')",14,"tensor(74.5600, device='cuda:0')",14,"tensor(74.2700, device='cuda:0')"
26,"tensor(0.6844, device='cuda:0')","tensor(0.8928, device='cuda:0')","tensor(0.8778, device='cuda:0')","tensor(76.3956, device='cuda:0')","tensor(70.1800, device='cuda:0')","tensor(70.2900, device='cuda:0')","tensor(98.6156, device='cuda:0')","tensor(97.1000, device='cuda:0')","tensor(97.2800, device='cuda:0')",14,"tensor(74.5600, device='cuda:0')",14,"tensor(74.2700, device='cuda:0')"
27,"tensor(0.6698, device='cuda:0')","tensor(1.0387, device='cuda:0')","tensor(1.0715, device='cuda:0')","tensor(77.0600, device='cuda:0')","tensor(63.3800, device='cuda:0')","tensor(62.8600, device='cuda:0')","tensor(98.5756, device='cuda:0')","tensor(97.7800, device='cuda:0')","tensor(97.6800, device='cuda:0')",14,"tensor(74.5600, device='cuda:0')",14,"tensor(74.2700, device='cuda:0')"
28,"tensor(0.6592, device='cuda:0')","tensor(0.7378, device='cuda:0')","tensor(0.7312, device='cuda:0')","tensor(77.7156, device='cuda:0')","tensor(75.4400, device='cuda:0')","tensor(75.0200, device='cuda:0')","tensor(98.6244, device='cuda:0')","tensor(98., device='cuda:0')","tensor(98.2600, device='cuda:0')",28,"tensor(75.4400, device='cuda:0')",28,"tensor(75.0200, device='cuda:0')"
29,"tensor(0.6456, device='cuda:0')","tensor(0.8736, device='cuda:0')","tensor(0.8954, device='cuda:0')","tensor(77.9689, device='cuda:0')","tensor(70.6600, device='cuda:0')","tensor(69.2600, device='cuda:0')","tensor(98.6689, device='cuda:0')","tensor(97.1000, device='cuda:0')","tensor(96.8500, device='cuda:0')",28,"tensor(75.4400, device='cuda:0')",28,"tensor(75.0200, device='cuda:0')"
30,"tensor(0.6319, device='cuda:0')","tensor(0.9806, device='cuda:0')","tensor(0.9970, device='cuda:0')","tensor(78.2600, device='cuda:0')","tensor(67.9400, device='cuda:0')","tensor(67.1700, device='cuda:0')","tensor(98.7644, device='cuda:0')","tensor(96.0200, device='cuda:0')","tensor(96.6100, device='cuda:0')",28,"tensor(75.4400, device='cuda:0')",28,"tensor(75.0200, device='cuda:0')"
31,"tensor(0.6291, device='cuda:0')","tensor(0.7779, device='cuda:0')","tensor(0.7684, device='cuda:0')","tensor(78.5844, device='cuda:0')","tensor(72.2200, device='cuda:0')","tensor(72.7500, device='cuda:0')","tensor(98.8489, device='cuda:0')","tensor(98.3200, device='cuda:0')","tensor(98.5100, device='cuda:0')",28,"tensor(75.4400, device='cuda:0')",28,"tensor(75.0200, device='cuda:0')"
32,"tensor(0.6065, device='cuda:0')","tensor(0.7609, device='cuda:0')","tensor(0.7718, device='cuda:0')","tensor(79.1067, device='cuda:0')","tensor(74.1000, device='cuda:0')","tensor(74.1300, device='cuda:0')","tensor(98.8400, device='cuda:0')","tensor(97.7400, device='cuda:0')","tensor(97.9200, device='cuda:0')",28,"tensor(75.4400, device='cuda:0')",28,"tensor(75.0200, device='cuda:0')"
33,"tensor(0.5925, device='cuda:0')","tensor(0.8914, device='cuda:0')","tensor(0.9060, device='cuda:0')","tensor(79.8178, device='cuda:0')","tensor(69.8400, device='cuda:0')","tensor(68.9900, device='cuda:0')","tensor(98.9400, device='cuda:0')","tensor(97.5400, device='cuda:0')","tensor(97.5300, device='cuda:0')",28,"tensor(75.4400, device='cuda:0')",28,"tensor(75.0200, device='cuda:0')"
34,"tensor(0.5794, device='cuda:0')","tensor(0.8167, device='cuda:0')","tensor(0.8260, device='cuda:0')","tensor(80.1356, device='cuda:0')","tensor(73.1000, device='cuda:0')","tensor(72.5600, device='cuda:0')","tensor(99.0156, device='cuda:0')","tensor(96.8600, device='cuda:0')","tensor(96.9800, device='cuda:0')",28,"tensor(75.4400, device='cuda:0')",28,"tensor(75.0200, device='cuda:0')"
35,"tensor(0.5691, device='cuda:0')","tensor(0.6747, device='cuda:0')","tensor(0.6705, device='cuda:0')","tensor(80.5689, device='cuda:0')","tensor(76.9200, device='cuda:0')","tensor(77.2800, device='cuda:0')","tensor(98.9911, device='cuda:0')","tensor(98.2600, device='cuda:0')","tensor(98.3300, device='cuda:0')",35,"tensor(76.9200, device='cuda:0')",35,"tensor(77.2800, device='cuda:0')"
36,"tensor(0.5605, device='cuda:0')","tensor(0.7765, device='cuda:0')","tensor(0.7638, device='cuda:0')","tensor(80.7111, device='cuda:0')","tensor(72.8400, device='cuda:0')","tensor(73.2000, device='cuda:0')","tensor(99.0067, device='cuda:0')","tensor(98.4200, device='cuda:0')","tensor(98.4200, device='cuda:0')",35,"tensor(76.9200, device='cuda:0')",35,"tensor(77.2800, device='cuda:0')"
37,"tensor(0.5487, device='cuda:0')","tensor(0.9826, device='cuda:0')","tensor(0.9954, device='cuda:0')","tensor(81.3356, device='cuda:0')","tensor(69., device='cuda:0')","tensor(68.4600, device='cuda:0')","tensor(99.0978, device='cuda:0')","tensor(95.6200, device='cuda:0')","tensor(95.1800, device='cuda:0')",35,"tensor(76.9200, device='cuda:0')",35,"tensor(77.2800, device='cuda:0')"
38,"tensor(0.5313, device='cuda:0')","tensor(0.5987, device='cuda:0')","tensor(0.5954, device='cuda:0')","tensor(81.9489, device='cuda:0')","tensor(79.5800, device='cuda:0')","tensor(79.4300, device='cuda:0')","tensor(99.0511, device='cuda:0')","tensor(99., device='cuda:0')","tensor(99.0200, device='cuda:0')",38,"tensor(79.5800, device='cuda:0')",38,"tensor(79.4300, device='cuda:0')"
39,"tensor(0.5176, device='cuda:0')","tensor(0.6058, device='cuda:0')","tensor(0.6004, device='cuda:0')","tensor(82.4489, device='cuda:0')","tensor(78.9600, device='cuda:0')","tensor(79.5500, device='cuda:0')","tensor(99.2089, device='cuda:0')","tensor(98.9400, device='cuda:0')","tensor(98.9400, device='cuda:0')",38,"tensor(79.5800, device='cuda:0')",39,"tensor(79.5500, device='cuda:0')"
40,"tensor(0.5058, device='cuda:0')","tensor(0.6615, device='cuda:0')","tensor(0.6625, device='cuda:0')","tensor(82.7711, device='cuda:0')","tensor(77.2800, device='cuda:0')","tensor(77.4500, device='cuda:0')","tensor(99.2267, device='cuda:0')","tensor(98.0400, device='cuda:0')","tensor(98.3300, device='cuda:0')",38,"tensor(79.5800, device='cuda:0')",39,"tensor(79.5500, device='cuda:0')"
41,"tensor(0.4951, device='cuda:0')","tensor(0.6079, device='cuda:0')","tensor(0.5964, device='cuda:0')","tensor(83.0667, device='cuda:0')","tensor(79.8200, device='cuda:0')","tensor(79.7200, device='cuda:0')","tensor(99.2711, device='cuda:0')","tensor(98.6400, device='cuda:0')","tensor(98.6600, device='cuda:0')",41,"tensor(79.8200, device='cuda:0')",41,"tensor(79.7200, device='cuda:0')"
42,"tensor(0.4853, device='cuda:0')","tensor(0.7622, device='cuda:0')","tensor(0.7530, device='cuda:0')","tensor(83.3911, device='cuda:0')","tensor(74.4600, device='cuda:0')","tensor(74.2900, device='cuda:0')","tensor(99.3178, device='cuda:0')","tensor(98.1600, device='cuda:0')","tensor(98.2800, device='cuda:0')",41,"tensor(79.8200, device='cuda:0')",41,"tensor(79.7200, device='cuda:0')"
43,"tensor(0.4699, device='cuda:0')","tensor(0.7013, device='cuda:0')","tensor(0.7013, device='cuda:0')","tensor(83.9467, device='cuda:0')","tensor(75.9600, device='cuda:0')","tensor(75.5600, device='cuda:0')","tensor(99.3511, device='cuda:0')","tensor(98.7600, device='cuda:0')","tensor(98.8600, device='cuda:0')",41,"tensor(79.8200, device='cuda:0')",41,"tensor(79.7200, device='cuda:0')"
44,"tensor(0.4621, device='cuda:0')","tensor(0.5731, device='cuda:0')","tensor(0.5701, device='cuda:0')","tensor(84.2711, device='cuda:0')","tensor(80.9200, device='cuda:0')","tensor(81.3900, device='cuda:0')","tensor(99.3689, device='cuda:0')","tensor(98.8800, device='cuda:0')","tensor(98.9900, device='cuda:0')",44,"tensor(80.9200, device='cuda:0')",44,"tensor(81.3900, device='cuda:0')"
45,"tensor(0.4514, device='cuda:0')","tensor(0.6123, device='cuda:0')","tensor(0.6160, device='cuda:0')","tensor(84.6289, device='cuda:0')","tensor(79.0400, device='cuda:0')","tensor(78.8800, device='cuda:0')","tensor(99.3756, device='cuda:0')","tensor(99.1400, device='cuda:0')","tensor(99.1500, device='cuda:0')",44,"tensor(80.9200, device='cuda:0')",44,"tensor(81.3900, device='cuda:0')"
46,"tensor(0.4385, device='cuda:0')","tensor(0.5441, device='cuda:0')","tensor(0.5382, device='cuda:0')","tensor(85.0756, device='cuda:0')","tensor(81.3400, device='cuda:0')","tensor(81.5400, device='cuda:0')","tensor(99.3933, device='cuda:0')","tensor(99.0200, device='cuda:0')","tensor(99.2200, device='cuda:0')",46,"tensor(81.3400, device='cuda:0')",46,"tensor(81.5400, device='cuda:0')"
47,"tensor(0.4235, device='cuda:0')","tensor(0.7280, device='cuda:0')","tensor(0.7411, device='cuda:0')","tensor(85.5733, device='cuda:0')","tensor(75.6600, device='cuda:0')","tensor(75.5100, device='cuda:0')","tensor(99.4422, device='cuda:0')","tensor(98.3400, device='cuda:0')","tensor(98.4800, device='cuda:0')",46,"tensor(81.3400, device='cuda:0')",46,"tensor(81.5400, device='cuda:0')"
48,"tensor(0.4273, device='cuda:0')","tensor(0.5413, device='cuda:0')","tensor(0.5458, device='cuda:0')","tensor(85.6644, device='cuda:0')","tensor(82.2200, device='cuda:0')","tensor(81.8400, device='cuda:0')","tensor(99.4178, device='cuda:0')","tensor(99.0600, device='cuda:0')","tensor(99.0400, device='cuda:0')",48,"tensor(82.2200, device='cuda:0')",48,"tensor(81.8400, device='cuda:0')"
49,"tensor(0.4090, device='cuda:0')","tensor(0.5659, device='cuda:0')","tensor(0.5686, device='cuda:0')","tensor(86.0222, device='cuda:0')","tensor(80.7400, device='cuda:0')","tensor(81.3500, device='cuda:0')","tensor(99.5244, device='cuda:0')","tensor(99., device='cuda:0')","tensor(98.7300, device='cuda:0')",48,"tensor(82.2200, device='cuda:0')",48,"tensor(81.8400, device='cuda:0')"
50,"tensor(0.3983, device='cuda:0')","tensor(0.5799, device='cuda:0')","tensor(0.5745, device='cuda:0')","tensor(86.4556, device='cuda:0')","tensor(80.4000, device='cuda:0')","tensor(80.6900, device='cuda:0')","tensor(99.5222, device='cuda:0')","tensor(98.8000, device='cuda:0')","tensor(98.8600, device='cuda:0')",48,"tensor(82.2200, device='cuda:0')",48,"tensor(81.8400, device='cuda:0')"
51,"tensor(0.3842, device='cuda:0')","tensor(0.5703, device='cuda:0')","tensor(0.5826, device='cuda:0')","tensor(86.8156, device='cuda:0')","tensor(81.3400, device='cuda:0')","tensor(80.6800, device='cuda:0')","tensor(99.5711, device='cuda:0')","tensor(98.9600, device='cuda:0')","tensor(98.9900, device='cuda:0')",48,"tensor(82.2200, device='cuda:0')",48,"tensor(81.8400, device='cuda:0')"
52,"tensor(0.3776, device='cuda:0')","tensor(0.5523, device='cuda:0')","tensor(0.5395, device='cuda:0')","tensor(87.0978, device='cuda:0')","tensor(81.5000, device='cuda:0')","tensor(82.0700, device='cuda:0')","tensor(99.5911, device='cuda:0')","tensor(98.7400, device='cuda:0')","tensor(98.8000, device='cuda:0')",48,"tensor(82.2200, device='cuda:0')",52,"tensor(82.0700, device='cuda:0')"
53,"tensor(0.3728, device='cuda:0')","tensor(0.5339, device='cuda:0')","tensor(0.5293, device='cuda:0')","tensor(87.2356, device='cuda:0')","tensor(81.8600, device='cuda:0')","tensor(82.2900, device='cuda:0')","tensor(99.6378, device='cuda:0')","tensor(99.1400, device='cuda:0')","tensor(99.1100, device='cuda:0')",48,"tensor(82.2200, device='cuda:0')",53,"tensor(82.2900, device='cuda:0')"
54,"tensor(0.3607, device='cuda:0')","tensor(0.4499, device='cuda:0')","tensor(0.4572, device='cuda:0')","tensor(87.6022, device='cuda:0')","tensor(84.8800, device='cuda:0')","tensor(84.5900, device='cuda:0')","tensor(99.6667, device='cuda:0')","tensor(99.5000, device='cuda:0')","tensor(99.4400, device='cuda:0')",54,"tensor(84.8800, device='cuda:0')",54,"tensor(84.5900, device='cuda:0')"
55,"tensor(0.3535, device='cuda:0')","tensor(0.4207, device='cuda:0')","tensor(0.4258, device='cuda:0')","tensor(88.0333, device='cuda:0')","tensor(86.0600, device='cuda:0')","tensor(85.4200, device='cuda:0')","tensor(99.6444, device='cuda:0')","tensor(99.6200, device='cuda:0')","tensor(99.4800, device='cuda:0')",55,"tensor(86.0600, device='cuda:0')",55,"tensor(85.4200, device='cuda:0')"
56,"tensor(0.3440, device='cuda:0')","tensor(0.4686, device='cuda:0')","tensor(0.4701, device='cuda:0')","tensor(88.1178, device='cuda:0')","tensor(84.5400, device='cuda:0')","tensor(84.6300, device='cuda:0')","tensor(99.6600, device='cuda:0')","tensor(99.1600, device='cuda:0')","tensor(98.9600, device='cuda:0')",55,"tensor(86.0600, device='cuda:0')",55,"tensor(85.4200, device='cuda:0')"
57,"tensor(0.3371, device='cuda:0')","tensor(0.4637, device='cuda:0')","tensor(0.4778, device='cuda:0')","tensor(88.5111, device='cuda:0')","tensor(84.2200, device='cuda:0')","tensor(84.4200, device='cuda:0')","tensor(99.6978, device='cuda:0')","tensor(99.3600, device='cuda:0')","tensor(99.1300, device='cuda:0')",55,"tensor(86.0600, device='cuda:0')",55,"tensor(85.4200, device='cuda:0')"
58,"tensor(0.3253, device='cuda:0')","tensor(0.5217, device='cuda:0')","tensor(0.5253, device='cuda:0')","tensor(88.9533, device='cuda:0')","tensor(82.8400, device='cuda:0')","tensor(82.4900, device='cuda:0')","tensor(99.7333, device='cuda:0')","tensor(99.2600, device='cuda:0')","tensor(99.3300, device='cuda:0')",55,"tensor(86.0600, device='cuda:0')",55,"tensor(85.4200, device='cuda:0')"
59,"tensor(0.3180, device='cuda:0')","tensor(0.4379, device='cuda:0')","tensor(0.4432, device='cuda:0')","tensor(89.1844, device='cuda:0')","tensor(85.5000, device='cuda:0')","tensor(85.0700, device='cuda:0')","tensor(99.7067, device='cuda:0')","tensor(99.3400, device='cuda:0')","tensor(99.3200, device='cuda:0')",55,"tensor(86.0600, device='cuda:0')",55,"tensor(85.4200, device='cuda:0')"
60,"tensor(0.3102, device='cuda:0')","tensor(0.4107, device='cuda:0')","tensor(0.4397, device='cuda:0')","tensor(89.4133, device='cuda:0')","tensor(86.2200, device='cuda:0')","tensor(85.2000, device='cuda:0')","tensor(99.7400, device='cuda:0')","tensor(99.4600, device='cuda:0')","tensor(99.4600, device='cuda:0')",60,"tensor(86.2200, device='cuda:0')",55,"tensor(85.4200, device='cuda:0')"
61,"tensor(0.3029, device='cuda:0')","tensor(0.4048, device='cuda:0')","tensor(0.4091, device='cuda:0')","tensor(89.6556, device='cuda:0')","tensor(85.8600, device='cuda:0')","tensor(86.0600, device='cuda:0')","tensor(99.7489, device='cuda:0')","tensor(99.6400, device='cuda:0')","tensor(99.5700, device='cuda:0')",60,"tensor(86.2200, device='cuda:0')",61,"tensor(86.0600, device='cuda:0')"
62,"tensor(0.2943, device='cuda:0')","tensor(0.3966, device='cuda:0')","tensor(0.3926, device='cuda:0')","tensor(89.9422, device='cuda:0')","tensor(86.5200, device='cuda:0')","tensor(86.5400, device='cuda:0')","tensor(99.7600, device='cuda:0')","tensor(99.5400, device='cuda:0')","tensor(99.4100, device='cuda:0')",62,"tensor(86.5200, device='cuda:0')",62,"tensor(86.5400, device='cuda:0')"
63,"tensor(0.2887, device='cuda:0')","tensor(0.4763, device='cuda:0')","tensor(0.4888, device='cuda:0')","tensor(90.2089, device='cuda:0')","tensor(83.9800, device='cuda:0')","tensor(84.0200, device='cuda:0')","tensor(99.7533, device='cuda:0')","tensor(99.2400, device='cuda:0')","tensor(99.2400, device='cuda:0')",62,"tensor(86.5200, device='cuda:0')",62,"tensor(86.5400, device='cuda:0')"
64,"tensor(0.2802, device='cuda:0')","tensor(0.4198, device='cuda:0')","tensor(0.4300, device='cuda:0')","tensor(90.3333, device='cuda:0')","tensor(86.5800, device='cuda:0')","tensor(85.8900, device='cuda:0')","tensor(99.8000, device='cuda:0')","tensor(99.5200, device='cuda:0')","tensor(99.4500, device='cuda:0')",64,"tensor(86.5800, device='cuda:0')",62,"tensor(86.5400, device='cuda:0')"
65,"tensor(0.2650, device='cuda:0')","tensor(0.3691, device='cuda:0')","tensor(0.3866, device='cuda:0')","tensor(90.8133, device='cuda:0')","tensor(87.4800, device='cuda:0')","tensor(87.1100, device='cuda:0')","tensor(99.8044, device='cuda:0')","tensor(99.5200, device='cuda:0')","tensor(99.6000, device='cuda:0')",65,"tensor(87.4800, device='cuda:0')",65,"tensor(87.1100, device='cuda:0')"
66,"tensor(0.2650, device='cuda:0')","tensor(0.4140, device='cuda:0')","tensor(0.4264, device='cuda:0')","tensor(90.9133, device='cuda:0')","tensor(86.0200, device='cuda:0')","tensor(85.5800, device='cuda:0')","tensor(99.7867, device='cuda:0')","tensor(99.4800, device='cuda:0')","tensor(99.3800, device='cuda:0')",65,"tensor(87.4800, device='cuda:0')",65,"tensor(87.1100, device='cuda:0')"
