epoch,train_loss,val_loss,train_error1,val_error1,train_error5,val_error5
248,"tensor(0.0488, device='cuda:0')","tensor(0.4009, device='cuda:0')","tensor(1.5400, device='cuda:0')","tensor(10.0700, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3300, device='cuda:0')"
249,"tensor(0.0508, device='cuda:0')","tensor(0.4023, device='cuda:0')","tensor(1.5980, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3400, device='cuda:0')"
250,"tensor(0.0508, device='cuda:0')","tensor(0.4014, device='cuda:0')","tensor(1.6660, device='cuda:0')","tensor(10., device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3600, device='cuda:0')"
251,"tensor(0.0506, device='cuda:0')","tensor(0.4024, device='cuda:0')","tensor(1.5680, device='cuda:0')","tensor(10.0600, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3600, device='cuda:0')"
252,"tensor(0.0496, device='cuda:0')","tensor(0.4010, device='cuda:0')","tensor(1.5880, device='cuda:0')","tensor(10.0200, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3500, device='cuda:0')"
253,"tensor(0.0521, device='cuda:0')","tensor(0.4028, device='cuda:0')","tensor(1.6600, device='cuda:0')","tensor(10.1400, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3600, device='cuda:0')"
254,"tensor(0.0509, device='cuda:0')","tensor(0.4021, device='cuda:0')","tensor(1.6260, device='cuda:0')","tensor(10.0600, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3500, device='cuda:0')"
255,"tensor(0.0509, device='cuda:0')","tensor(0.4029, device='cuda:0')","tensor(1.6100, device='cuda:0')","tensor(10.0700, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3600, device='cuda:0')"
256,"tensor(0.0512, device='cuda:0')","tensor(0.4041, device='cuda:0')","tensor(1.7220, device='cuda:0')","tensor(10., device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3700, device='cuda:0')"
257,"tensor(0.0491, device='cuda:0')","tensor(0.4000, device='cuda:0')","tensor(1.4820, device='cuda:0')","tensor(9.9800, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3600, device='cuda:0')"
258,"tensor(0.0495, device='cuda:0')","tensor(0.4039, device='cuda:0')","tensor(1.5340, device='cuda:0')","tensor(10.0200, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3400, device='cuda:0')"
259,"tensor(0.0506, device='cuda:0')","tensor(0.4005, device='cuda:0')","tensor(1.5880, device='cuda:0')","tensor(10.0800, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3700, device='cuda:0')"
260,"tensor(0.0493, device='cuda:0')","tensor(0.4048, device='cuda:0')","tensor(1.5560, device='cuda:0')","tensor(10.0900, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3400, device='cuda:0')"
261,"tensor(0.0481, device='cuda:0')","tensor(0.4017, device='cuda:0')","tensor(1.5060, device='cuda:0')","tensor(10.0900, device='cuda:0')","tensor(0., device='cuda:0')","tensor(0.3500, device='cuda:0')"
262,"tensor(0.0511, device='cuda:0')","tensor(0.4053, device='cuda:0')","tensor(1.6060, device='cuda:0')","tensor(10.1000, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3700, device='cuda:0')"
263,"tensor(0.0493, device='cuda:0')","tensor(0.4020, device='cuda:0')","tensor(1.5600, device='cuda:0')","tensor(10.1400, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3800, device='cuda:0')"
264,"tensor(0.0496, device='cuda:0')","tensor(0.4018, device='cuda:0')","tensor(1.5540, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3700, device='cuda:0')"
265,"tensor(0.0500, device='cuda:0')","tensor(0.4037, device='cuda:0')","tensor(1.5940, device='cuda:0')","tensor(10.0400, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3600, device='cuda:0')"
266,"tensor(0.0492, device='cuda:0')","tensor(0.4002, device='cuda:0')","tensor(1.5180, device='cuda:0')","tensor(10.0600, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3600, device='cuda:0')"
267,"tensor(0.0495, device='cuda:0')","tensor(0.4040, device='cuda:0')","tensor(1.5080, device='cuda:0')","tensor(10.1000, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3600, device='cuda:0')"
268,"tensor(0.0509, device='cuda:0')","tensor(0.4024, device='cuda:0')","tensor(1.6900, device='cuda:0')","tensor(10.0100, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.4100, device='cuda:0')"
269,"tensor(0.0508, device='cuda:0')","tensor(0.4021, device='cuda:0')","tensor(1.5700, device='cuda:0')","tensor(9.9400, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3600, device='cuda:0')"
270,"tensor(0.0501, device='cuda:0')","tensor(0.4004, device='cuda:0')","tensor(1.6680, device='cuda:0')","tensor(10.0700, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3500, device='cuda:0')"
271,"tensor(0.0501, device='cuda:0')","tensor(0.4038, device='cuda:0')","tensor(1.5860, device='cuda:0')","tensor(10.0700, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3800, device='cuda:0')"
272,"tensor(0.0495, device='cuda:0')","tensor(0.4033, device='cuda:0')","tensor(1.6340, device='cuda:0')","tensor(10.1400, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3500, device='cuda:0')"
273,"tensor(0.0488, device='cuda:0')","tensor(0.4051, device='cuda:0')","tensor(1.5360, device='cuda:0')","tensor(10., device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3900, device='cuda:0')"
274,"tensor(0.0495, device='cuda:0')","tensor(0.4038, device='cuda:0')","tensor(1.5240, device='cuda:0')","tensor(10.0800, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3900, device='cuda:0')"
275,"tensor(0.0495, device='cuda:0')","tensor(0.4063, device='cuda:0')","tensor(1.5780, device='cuda:0')","tensor(10.1100, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3900, device='cuda:0')"
276,"tensor(0.0495, device='cuda:0')","tensor(0.4055, device='cuda:0')","tensor(1.6020, device='cuda:0')","tensor(10.0900, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3600, device='cuda:0')"
277,"tensor(0.0501, device='cuda:0')","tensor(0.4048, device='cuda:0')","tensor(1.5660, device='cuda:0')","tensor(10.1000, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3700, device='cuda:0')"
278,"tensor(0.0506, device='cuda:0')","tensor(0.4034, device='cuda:0')","tensor(1.6060, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3800, device='cuda:0')"
279,"tensor(0.0505, device='cuda:0')","tensor(0.4028, device='cuda:0')","tensor(1.6420, device='cuda:0')","tensor(10.1200, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3500, device='cuda:0')"
280,"tensor(0.0502, device='cuda:0')","tensor(0.4020, device='cuda:0')","tensor(1.6300, device='cuda:0')","tensor(10.1500, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3400, device='cuda:0')"
281,"tensor(0.0496, device='cuda:0')","tensor(0.4016, device='cuda:0')","tensor(1.5220, device='cuda:0')","tensor(10.0200, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3500, device='cuda:0')"
282,"tensor(0.0502, device='cuda:0')","tensor(0.4040, device='cuda:0')","tensor(1.5920, device='cuda:0')","tensor(10.1000, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3300, device='cuda:0')"
283,"tensor(0.0510, device='cuda:0')","tensor(0.4021, device='cuda:0')","tensor(1.6080, device='cuda:0')","tensor(9.9500, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3600, device='cuda:0')"
284,"tensor(0.0498, device='cuda:0')","tensor(0.4045, device='cuda:0')","tensor(1.6220, device='cuda:0')","tensor(10.0800, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3700, device='cuda:0')"
285,"tensor(0.0496, device='cuda:0')","tensor(0.4049, device='cuda:0')","tensor(1.5500, device='cuda:0')","tensor(10., device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3800, device='cuda:0')"
286,"tensor(0.0494, device='cuda:0')","tensor(0.4064, device='cuda:0')","tensor(1.5280, device='cuda:0')","tensor(10.0700, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3600, device='cuda:0')"
287,"tensor(0.0489, device='cuda:0')","tensor(0.4029, device='cuda:0')","tensor(1.5440, device='cuda:0')","tensor(9.9400, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3500, device='cuda:0')"
288,"tensor(0.0495, device='cuda:0')","tensor(0.4029, device='cuda:0')","tensor(1.5880, device='cuda:0')","tensor(9.9300, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3800, device='cuda:0')"
289,"tensor(0.0509, device='cuda:0')","tensor(0.4046, device='cuda:0')","tensor(1.5460, device='cuda:0')","tensor(10.0800, device='cuda:0')","tensor(0.0120, device='cuda:0')","tensor(0.3700, device='cuda:0')"
290,"tensor(0.0519, device='cuda:0')","tensor(0.4057, device='cuda:0')","tensor(1.6800, device='cuda:0')","tensor(10.1300, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3700, device='cuda:0')"
291,"tensor(0.0501, device='cuda:0')","tensor(0.4035, device='cuda:0')","tensor(1.5760, device='cuda:0')","tensor(10.0800, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3500, device='cuda:0')"
292,"tensor(0.0509, device='cuda:0')","tensor(0.4015, device='cuda:0')","tensor(1.6960, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3400, device='cuda:0')"
293,"tensor(0.0512, device='cuda:0')","tensor(0.4041, device='cuda:0')","tensor(1.6400, device='cuda:0')","tensor(9.9900, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3600, device='cuda:0')"
294,"tensor(0.0498, device='cuda:0')","tensor(0.4024, device='cuda:0')","tensor(1.5440, device='cuda:0')","tensor(10.1300, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3700, device='cuda:0')"
295,"tensor(0.0516, device='cuda:0')","tensor(0.4028, device='cuda:0')","tensor(1.6860, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0., device='cuda:0')","tensor(0.3300, device='cuda:0')"
296,"tensor(0.0501, device='cuda:0')","tensor(0.4043, device='cuda:0')","tensor(1.6120, device='cuda:0')","tensor(10.0600, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3900, device='cuda:0')"
297,"tensor(0.0503, device='cuda:0')","tensor(0.4048, device='cuda:0')","tensor(1.5700, device='cuda:0')","tensor(9.9700, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3600, device='cuda:0')"
298,"tensor(0.0492, device='cuda:0')","tensor(0.4032, device='cuda:0')","tensor(1.5700, device='cuda:0')","tensor(10.1000, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3600, device='cuda:0')"
299,"tensor(0.0479, device='cuda:0')","tensor(0.4035, device='cuda:0')","tensor(1.4280, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3600, device='cuda:0')"
300,"tensor(0.0489, device='cuda:0')","tensor(0.4042, device='cuda:0')","tensor(1.5540, device='cuda:0')","tensor(10., device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3900, device='cuda:0')"
301,"tensor(0.0509, device='cuda:0')","tensor(0.4041, device='cuda:0')","tensor(1.6400, device='cuda:0')","tensor(10.0300, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3500, device='cuda:0')"
302,"tensor(0.0499, device='cuda:0')","tensor(0.4028, device='cuda:0')","tensor(1.5380, device='cuda:0')","tensor(10.0600, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3400, device='cuda:0')"
303,"tensor(0.0495, device='cuda:0')","tensor(0.4019, device='cuda:0')","tensor(1.5960, device='cuda:0')","tensor(9.9700, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3800, device='cuda:0')"
304,"tensor(0.0495, device='cuda:0')","tensor(0.4033, device='cuda:0')","tensor(1.5720, device='cuda:0')","tensor(10.1500, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3500, device='cuda:0')"
305,"tensor(0.0493, device='cuda:0')","tensor(0.4053, device='cuda:0')","tensor(1.5700, device='cuda:0')","tensor(9.9800, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3600, device='cuda:0')"
306,"tensor(0.0498, device='cuda:0')","tensor(0.4030, device='cuda:0')","tensor(1.5780, device='cuda:0')","tensor(9.9100, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3600, device='cuda:0')"
307,"tensor(0.0511, device='cuda:0')","tensor(0.4029, device='cuda:0')","tensor(1.6380, device='cuda:0')","tensor(10.0100, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3400, device='cuda:0')"
308,"tensor(0.0488, device='cuda:0')","tensor(0.4037, device='cuda:0')","tensor(1.5700, device='cuda:0')","tensor(10.1300, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3500, device='cuda:0')"
309,"tensor(0.0485, device='cuda:0')","tensor(0.4047, device='cuda:0')","tensor(1.5200, device='cuda:0')","tensor(10.0800, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.4100, device='cuda:0')"
310,"tensor(0.0490, device='cuda:0')","tensor(0.4039, device='cuda:0')","tensor(1.5220, device='cuda:0')","tensor(10.0900, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3900, device='cuda:0')"
311,"tensor(0.0495, device='cuda:0')","tensor(0.4043, device='cuda:0')","tensor(1.5400, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3700, device='cuda:0')"
312,"tensor(0.0498, device='cuda:0')","tensor(0.4040, device='cuda:0')","tensor(1.5600, device='cuda:0')","tensor(10.0800, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3800, device='cuda:0')"
313,"tensor(0.0509, device='cuda:0')","tensor(0.4022, device='cuda:0')","tensor(1.6560, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3500, device='cuda:0')"
314,"tensor(0.0497, device='cuda:0')","tensor(0.4065, device='cuda:0')","tensor(1.5180, device='cuda:0')","tensor(10.0400, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3500, device='cuda:0')"
315,"tensor(0.0505, device='cuda:0')","tensor(0.4033, device='cuda:0')","tensor(1.6420, device='cuda:0')","tensor(10.0400, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3300, device='cuda:0')"
316,"tensor(0.0502, device='cuda:0')","tensor(0.4027, device='cuda:0')","tensor(1.6200, device='cuda:0')","tensor(10.0600, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3700, device='cuda:0')"
317,"tensor(0.0506, device='cuda:0')","tensor(0.4060, device='cuda:0')","tensor(1.6480, device='cuda:0')","tensor(10.0200, device='cuda:0')","tensor(0., device='cuda:0')","tensor(0.3500, device='cuda:0')"
318,"tensor(0.0505, device='cuda:0')","tensor(0.4024, device='cuda:0')","tensor(1.6580, device='cuda:0')","tensor(10.0300, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3700, device='cuda:0')"
319,"tensor(0.0492, device='cuda:0')","tensor(0.4041, device='cuda:0')","tensor(1.5360, device='cuda:0')","tensor(9.9800, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3400, device='cuda:0')"
320,"tensor(0.0488, device='cuda:0')","tensor(0.4035, device='cuda:0')","tensor(1.5480, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0.0140, device='cuda:0')","tensor(0.4000, device='cuda:0')"
321,"tensor(0.0508, device='cuda:0')","tensor(0.4043, device='cuda:0')","tensor(1.6440, device='cuda:0')","tensor(10.0900, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3600, device='cuda:0')"
322,"tensor(0.0497, device='cuda:0')","tensor(0.4026, device='cuda:0')","tensor(1.5660, device='cuda:0')","tensor(10.0400, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3500, device='cuda:0')"
323,"tensor(0.0484, device='cuda:0')","tensor(0.4027, device='cuda:0')","tensor(1.5300, device='cuda:0')","tensor(10.0600, device='cuda:0')","tensor(0., device='cuda:0')","tensor(0.3600, device='cuda:0')"
324,"tensor(0.0499, device='cuda:0')","tensor(0.4042, device='cuda:0')","tensor(1.6640, device='cuda:0')","tensor(9.9300, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3600, device='cuda:0')"
325,"tensor(0.0499, device='cuda:0')","tensor(0.4026, device='cuda:0')","tensor(1.5700, device='cuda:0')","tensor(9.9900, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3700, device='cuda:0')"
326,"tensor(0.0489, device='cuda:0')","tensor(0.4043, device='cuda:0')","tensor(1.5680, device='cuda:0')","tensor(10.0200, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3700, device='cuda:0')"
327,"tensor(0.0511, device='cuda:0')","tensor(0.4046, device='cuda:0')","tensor(1.6760, device='cuda:0')","tensor(9.9200, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3700, device='cuda:0')"
328,"tensor(0.0497, device='cuda:0')","tensor(0.4067, device='cuda:0')","tensor(1.5420, device='cuda:0')","tensor(10.0300, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3600, device='cuda:0')"
329,"tensor(0.0496, device='cuda:0')","tensor(0.4027, device='cuda:0')","tensor(1.5640, device='cuda:0')","tensor(10., device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3500, device='cuda:0')"
330,"tensor(0.0491, device='cuda:0')","tensor(0.4015, device='cuda:0')","tensor(1.5000, device='cuda:0')","tensor(10.0100, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3400, device='cuda:0')"
331,"tensor(0.0494, device='cuda:0')","tensor(0.4044, device='cuda:0')","tensor(1.6100, device='cuda:0')","tensor(10.0900, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3800, device='cuda:0')"
332,"tensor(0.0498, device='cuda:0')","tensor(0.4066, device='cuda:0')","tensor(1.6560, device='cuda:0')","tensor(10.0700, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3600, device='cuda:0')"
333,"tensor(0.0485, device='cuda:0')","tensor(0.4046, device='cuda:0')","tensor(1.5820, device='cuda:0')","tensor(10.0900, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3500, device='cuda:0')"
334,"tensor(0.0497, device='cuda:0')","tensor(0.4032, device='cuda:0')","tensor(1.6020, device='cuda:0')","tensor(10.1200, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3900, device='cuda:0')"
335,"tensor(0.0510, device='cuda:0')","tensor(0.4025, device='cuda:0')","tensor(1.6160, device='cuda:0')","tensor(10.0600, device='cuda:0')","tensor(0., device='cuda:0')","tensor(0.3800, device='cuda:0')"
336,"tensor(0.0505, device='cuda:0')","tensor(0.4034, device='cuda:0')","tensor(1.5940, device='cuda:0')","tensor(9.9900, device='cuda:0')","tensor(0.0140, device='cuda:0')","tensor(0.4000, device='cuda:0')"
337,"tensor(0.0496, device='cuda:0')","tensor(0.4061, device='cuda:0')","tensor(1.6080, device='cuda:0')","tensor(10.0800, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3400, device='cuda:0')"
338,"tensor(0.0498, device='cuda:0')","tensor(0.4048, device='cuda:0')","tensor(1.5640, device='cuda:0')","tensor(10.0700, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3600, device='cuda:0')"
339,"tensor(0.0492, device='cuda:0')","tensor(0.4016, device='cuda:0')","tensor(1.5180, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3600, device='cuda:0')"
340,"tensor(0.0500, device='cuda:0')","tensor(0.4036, device='cuda:0')","tensor(1.6240, device='cuda:0')","tensor(10.0300, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3600, device='cuda:0')"
341,"tensor(0.0488, device='cuda:0')","tensor(0.4041, device='cuda:0')","tensor(1.5360, device='cuda:0')","tensor(10.0300, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3600, device='cuda:0')"
342,"tensor(0.0478, device='cuda:0')","tensor(0.4051, device='cuda:0')","tensor(1.5400, device='cuda:0')","tensor(10.0400, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3500, device='cuda:0')"
343,"tensor(0.0506, device='cuda:0')","tensor(0.4076, device='cuda:0')","tensor(1.6640, device='cuda:0')","tensor(10.1300, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3900, device='cuda:0')"
344,"tensor(0.0493, device='cuda:0')","tensor(0.4028, device='cuda:0')","tensor(1.5260, device='cuda:0')","tensor(9.8900, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3900, device='cuda:0')"
345,"tensor(0.0502, device='cuda:0')","tensor(0.4056, device='cuda:0')","tensor(1.5580, device='cuda:0')","tensor(10.0600, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3700, device='cuda:0')"
346,"tensor(0.0504, device='cuda:0')","tensor(0.4017, device='cuda:0')","tensor(1.6080, device='cuda:0')","tensor(10., device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3600, device='cuda:0')"
347,"tensor(0.0505, device='cuda:0')","tensor(0.4072, device='cuda:0')","tensor(1.6080, device='cuda:0')","tensor(10., device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.4000, device='cuda:0')"
348,"tensor(0.0489, device='cuda:0')","tensor(0.4042, device='cuda:0')","tensor(1.5480, device='cuda:0')","tensor(10.1200, device='cuda:0')","tensor(0., device='cuda:0')","tensor(0.3500, device='cuda:0')"
349,"tensor(0.0494, device='cuda:0')","tensor(0.4028, device='cuda:0')","tensor(1.5740, device='cuda:0')","tensor(10.0400, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3600, device='cuda:0')"
350,"tensor(0.0480, device='cuda:0')","tensor(0.4049, device='cuda:0')","tensor(1.5200, device='cuda:0')","tensor(9.9900, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3600, device='cuda:0')"
351,"tensor(0.0493, device='cuda:0')","tensor(0.4033, device='cuda:0')","tensor(1.5940, device='cuda:0')","tensor(9.9500, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3700, device='cuda:0')"
352,"tensor(0.0487, device='cuda:0')","tensor(0.4046, device='cuda:0')","tensor(1.5700, device='cuda:0')","tensor(10.0200, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3500, device='cuda:0')"
353,"tensor(0.0500, device='cuda:0')","tensor(0.4087, device='cuda:0')","tensor(1.6020, device='cuda:0')","tensor(10.1200, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3700, device='cuda:0')"
354,"tensor(0.0498, device='cuda:0')","tensor(0.4049, device='cuda:0')","tensor(1.6240, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.4200, device='cuda:0')"
355,"tensor(0.0484, device='cuda:0')","tensor(0.4052, device='cuda:0')","tensor(1.4940, device='cuda:0')","tensor(10.1600, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3800, device='cuda:0')"
356,"tensor(0.0486, device='cuda:0')","tensor(0.4061, device='cuda:0')","tensor(1.5600, device='cuda:0')","tensor(10.0800, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3400, device='cuda:0')"
357,"tensor(0.0490, device='cuda:0')","tensor(0.4020, device='cuda:0')","tensor(1.5280, device='cuda:0')","tensor(10., device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3800, device='cuda:0')"
358,"tensor(0.0496, device='cuda:0')","tensor(0.4040, device='cuda:0')","tensor(1.6320, device='cuda:0')","tensor(10.0900, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3500, device='cuda:0')"
359,"tensor(0.0492, device='cuda:0')","tensor(0.4051, device='cuda:0')","tensor(1.5640, device='cuda:0')","tensor(10., device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3600, device='cuda:0')"
360,"tensor(0.0479, device='cuda:0')","tensor(0.4048, device='cuda:0')","tensor(1.5420, device='cuda:0')","tensor(10.0600, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3800, device='cuda:0')"
361,"tensor(0.0495, device='cuda:0')","tensor(0.4047, device='cuda:0')","tensor(1.5700, device='cuda:0')","tensor(10.1100, device='cuda:0')","tensor(0., device='cuda:0')","tensor(0.3600, device='cuda:0')"
362,"tensor(0.0489, device='cuda:0')","tensor(0.4055, device='cuda:0')","tensor(1.5840, device='cuda:0')","tensor(10., device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3500, device='cuda:0')"
363,"tensor(0.0491, device='cuda:0')","tensor(0.4068, device='cuda:0')","tensor(1.5280, device='cuda:0')","tensor(10.1100, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3800, device='cuda:0')"
364,"tensor(0.0487, device='cuda:0')","tensor(0.4071, device='cuda:0')","tensor(1.5560, device='cuda:0')","tensor(9.9900, device='cuda:0')","tensor(0.0040, device='cuda:0')","tensor(0.3500, device='cuda:0')"
365,"tensor(0.0496, device='cuda:0')","tensor(0.4056, device='cuda:0')","tensor(1.5840, device='cuda:0')","tensor(10.0600, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3500, device='cuda:0')"
366,"tensor(0.0491, device='cuda:0')","tensor(0.4078, device='cuda:0')","tensor(1.5040, device='cuda:0')","tensor(10.2200, device='cuda:0')","tensor(0.0140, device='cuda:0')","tensor(0.3700, device='cuda:0')"
367,"tensor(0.0489, device='cuda:0')","tensor(0.4049, device='cuda:0')","tensor(1.5200, device='cuda:0')","tensor(10.1100, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3600, device='cuda:0')"
368,"tensor(0.0491, device='cuda:0')","tensor(0.4051, device='cuda:0')","tensor(1.5460, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0.0100, device='cuda:0')","tensor(0.3600, device='cuda:0')"
369,"tensor(0.0492, device='cuda:0')","tensor(0.4066, device='cuda:0')","tensor(1.5980, device='cuda:0')","tensor(10.1100, device='cuda:0')","tensor(0.0020, device='cuda:0')","tensor(0.3800, device='cuda:0')"
370,"tensor(0.0494, device='cuda:0')","tensor(0.4059, device='cuda:0')","tensor(1.5780, device='cuda:0')","tensor(10.0500, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3500, device='cuda:0')"
371,"tensor(0.0492, device='cuda:0')","tensor(0.4058, device='cuda:0')","tensor(1.5380, device='cuda:0')","tensor(10.1400, device='cuda:0')","tensor(0.0080, device='cuda:0')","tensor(0.3900, device='cuda:0')"
372,"tensor(0.0487, device='cuda:0')","tensor(0.4064, device='cuda:0')","tensor(1.4900, device='cuda:0')","tensor(10.0700, device='cuda:0')","tensor(0.0060, device='cuda:0')","tensor(0.3900, device='cuda:0')"
